sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
33,HIV,Ask your healthcare provider to explain your test results to you.,Kōpa mofani oa hau oa litšebeletso tsa bophelo (healthcare provider) ho u hlalosetsa liphetho tsa hau tsa tlhahlobo.,NIH_HIVinfo,hiv-monitoring,,reviewed,
34,HIV,A falling CD4 count may mean your treatment needs to be changed.,Palo e ntseng e theoha ea CD4 e ka bolela hore phekolo ea hau e hloka ho fetoloa.,WHO,hiv-monitoring,,reviewed,
35,HIV,Viral load testing is the best way to know if ART is working.,Tlhahlobo ea bongata ba kokwanahloko (viral load testing) ke tsela e molemohali ea ho tseba hore na phekolo ea lithibela-mafofore (ART) e ntse e sebetsa hantle.,UNAIDS,hiv-monitoring,,reviewed,
36,HIV,Some HIV medicines can cause nausea especially when you first start taking them.,"Meriana e meng ea HIV e ka baka ho nyekeloa ke pelo (nausea), haholo-holo ha u qala ho e nka.",NIH_HIVinfo,art-side-effects,,reviewed,
37,HIV,Taking ART with food can help reduce nausea.,Ho nka phekolo ea lithibela-mafofore (ART) le lijo ho ka thusa ho fokotsa ho nyekeloa ke pelo (nausea).,NHS,art-side-effects,,reviewed,
38,HIV,Some ART medicines can cause dizziness or headache in the first few weeks.,Meriana e meng ea ART e ka baka ho tsekela kapa ho tšoaroa ke hlooho (dizziness or headache) libekeng tse seng kae tsa pele.,CDC_HIVNexus,art-side-effects,,reviewed,
39,HIV,Tell your doctor immediately if you develop a severe rash after starting ART.,Prisang mofani oa hau oa bophelo kapa ngaka kapele-pele haeba u e-ba le lekhopho le matla (severe rash) ka mor'a ho qala phekolo ea lithibela-mafofore (ART).,NIH_HIVinfo,art-side-effects,,reviewed,
40,HIV,Some HIV medicines can affect your liver and regular liver tests may be needed.,"Meriana e meng ea HIV e ka ama sebete sa hau, 'me ho ka hlokahala hore u etse litlhahlobo tsa kamehla tsa sebete (regular liver tests).",WHO,art-side-effects,,reviewed,
41,HIV,Fatigue is a common side effect when starting ART and usually improves over time.,"Mokhathala (fatigue) ke phello e tloaelehileng ea lehlakore ha u qala phekolo ea lithibela-mafofore (ART), 'me hangata o ntlafala ha nako e ntse e ea.",NHS,art-side-effects,,reviewed,
42,HIV,Some ART medicines can cause vivid dreams or difficulty sleeping.,Meriana e meng ea ART e ka baka litoro tse hlakileng haholo kapa bothata ba ho robala (vivid dreams or difficulty sleeping).,NIH_HIVinfo,art-side-effects,,reviewed,
43,HIV,Report any unusual symptoms to your healthcare provider as soon as possible.,Tlaleha matšoao afe kapa afe a sa tloaelehang ho mofani oa hau oa litšebeletso tsa bophelo (healthcare provider) kapele kamoo ho ka khonehang.,CDC_HIVNexus,art-side-effects,,reviewed,
44,HIV,Do not stop taking your ART without speaking to your doctor even if you have side effects.,"U se ke ua tlohela ho nka phekolo ea hau ea lithibela-mafofore (ART) ntle le ho bua le ngaka ea hau, leha eba u e-na le liphello tsa lehlakore (side effects).",WHO,art-side-effects,,reviewed,
45,HIV,Most side effects of ART improve after the first few weeks of treatment.,Liphello tse ngata tsa lehlakore tsa ART lia ntlafala ka mor'a libeke tse seng kae tsa pele tsa phekolo.,NIH_HIVinfo,art-side-effects,,reviewed,
46,HIV,Some HIV medicines can cause changes in body fat distribution.,Meriana e meng ea HIV e ka baka liphetoho tseleng eo mafura a mmele a ikarolang ka eona (changes in body fat distribution).,CDC_HIVNexus,art-side-effects,,reviewed,
47,HIV,Long-term ART use can affect bone density and your doctor may recommend calcium supplements.,"Tšebeliso ea nako e telele ea ART e ka ama boima ba masapo (bone density), 'me ngaka ea hau e ka khothaletsa hore u nke li-supplement tsa k'halsiamo (calcium supplements).",NIH_HIVinfo,art-long-term,,reviewed,
48,HIV,Some ART medicines can affect kidney function and regular kidney tests may be needed.,"Meriana e meng ea ART e ka ama tšebetso ea liphio (kidney function), 'me ho ka hlokahala hore u etse litlhahlobo tsa kamehla tsa liphio (regular kidney tests).",WHO,art-side-effects,,verified,
49,HIV,Peripheral neuropathy causing numbness or tingling in the hands and feet can be a side effect of some HIV medicines.,Bohloko ba methapo ea kutlo (peripheral neuropathy) bo bakang ho shoa litho kapa ho hlohlona matsohong le maotong (numbness or tingling in the hands and feet) e ka ba phello ea lehlakore ea meriana e meng ea HIV.,NIH_HIVinfo,art-side-effects,,reviewed,
50,HIV,Your doctor can switch your ART regimen if side effects are affecting your quality of life.,Ngaka ea hau e ka fetola mofuta oa phekolo ea hau ea lithibela-mafofore (ART regimen) haeba liphello tsa lehlakore li ama boleng ba bophelo ba hau.,CDC_HIVNexus,art-side-effects,,verified,
51,HIV,HIV can develop resistance to medicines if doses are missed regularly.,Sefanjana sa HIV se ka ba le manganga khahlanong le meriana (develop resistance) haeba u lula u tlola kapa u fetwa ke nako ea ho e nka khafetsa.,WHO,hiv-drug-resistance,,reviewed,
52,HIV,Drug-resistant HIV is harder to treat and may require different medicines.,"Sefanjana sa HIV se seng le manganga khahlanong le meriana (drug-resistant HIV) se thata le ho feta ho se phekola, 'me se ka hloka meriana e fapaneng.",NIH_HIVinfo,hiv-drug-resistance,,reviewed,
53,HIV,A resistance test can show which HIV medicines will still work for you.,Tlhahlobo ea manganga a tšusumetso ea meriana (resistance test) e ka bontša hore na ke meriana efe ea HIV e tla tsoela pele ho u berekela.,CDC_HIVNexus,hiv-drug-resistance,,reviewed,
54,HIV,Taking your ART correctly every day is the best way to prevent drug resistance.,Ho nka phekolo ea hau ea lithibela-mafofore (ART) ka nepo letsatsi le leng le le leng ke tsela e molemohali ea ho thibela manganga a tšusumetso ea meriana (prevent drug resistance).,WHO,hiv-drug-resistance,,reviewed,
55,HIV,If your viral load remains high on ART your doctor may test for drug resistance.,"Haeba boemo ba vaerase maling a hau (viral load) bo lula bo phahame leha u le ho ART, ngaka ea hau e ka etsa tlhahlobo ea manganga a tšusumetso ea meriana (drug resistance test).",NIH_HIVinfo,hiv-drug-resistance,,reviewed,
56,HIV,Second-line ART is used when the first regimen stops working.,Phekolo ea bobeli ea lithibela-mafofore (second-line ART) e sebelisoa ha mofuta oa pele oa phekolo (first regimen) o khaotsa ho bereka.,WHO,hiv-drug-resistance,,reviewed,
57,HIV,Third-line ART is reserved for people with resistance to multiple HIV medicines.,Phekolo ea boraro ea lithibela-mafofore (third-line ART) e bolokeloa batho ba nang le manganga khahlanong le meriana e mengata ea HIV (resistance to multiple HIV medicines).,WHO,hiv-drug-resistance,,reviewed,
58,HIV,Sharing HIV medicines with others can lead to drug resistance.,Ho abelana meriana ea HIV le batho ba bang ho ka baka hore sefanjana se be le manganga khahlanong le meriana (drug resistance).,CDC_HIVNexus,hiv-drug-resistance,,reviewed,
59,HIV,Alcohol and drug use can make it harder to take ART consistently.,Tšebeliso ea joala le lithethefatsi e ka etsa hore ho be thata le ho feta ho nka phekolo ea hau ea lithibela-mafofore (ART) ka linako tsohle le ka tsela e nepahetseng (take ART consistently).,NIH_HIVinfo,art-adherence-barriers,,reviewed,
60,HIV,Mental health problems can make it difficult to adhere to ART.,Mathata a bophelo ba kelello (mental health problems) a ka etsa hore ho be thata ho khomarela le ho nka phekolo ea hau ea lithibela-mafofore ka nepo (adhere to ART).,WHO,art-adherence-barriers,,reviewed,
61,HIV,Children living with HIV need ART in doses appropriate for their age and weight.,Bana ba phelang le HIV ba hloka phekolo ea lithibela-mafofore (ART) ka litekanyetso tse nepahetseng bakeng sa lilemo le boima ba bona ba mmele (appropriate for their age and weight).,WHO,art-children,,reviewed,
62,HIV,Adolescents living with HIV face unique challenges in staying on treatment.,Bacha ba phelang le HIV ba tobana le liatleho le mathata a ikhethang (unique challenges) tabeng ea ho lula ba le phekong le ho nka meriana ea bona khafetsa (staying on treatment).,UNICEF,art-adolescents,,reviewed,
63,HIV,Older adults living with HIV may need extra monitoring for other health conditions.,Batho ba hotseng ba phelang le HIV ba ka hloka tlhahlobo le tlhokomelo e eketsehileng (extra monitoring) bakeng sa maemo a mang a bophelo kapa mafu a mang.,NIH_HIVinfo,art-older-adults,,reviewed,
64,HIV,Pregnant women on ART should continue their treatment throughout pregnancy and breastfeeding.,Bo-mme ba bakhachane ba leng ho phekolo ea lithibela-mafofore (ART) ba lokela ho tsoela pele ka meriana ea bona nakong eohle ea bokhachane le ha ba tsoela pele ho nyantša.,WHO,pmtct-art,,reviewed,
65,HIV,HIV-positive mothers on ART can breastfeed safely if they maintain an undetectable viral load.,Bo-mme ba phelang le HIV ba leng ho phekolo ea lithibela-mafofore (ART) ba ka nyantša ka mokhoa o nang le tšireletseho (breastfeed safely) haeba ba lula ba e-na le boemo ba vaerase bo ke keng ba bonahala maling (maintain an undetectable viral load).,WHO,pmtct-breastfeeding,,reviewed,
66,HIV,People who inject drugs living with HIV should receive ART alongside addiction treatment.,Batho ba hlabang ka lithethefatsi (people who inject drugs) ba phelang le HIV ba lokela ho fumana phekolo ea lithibela-mafofore (ART) mmoho le phekolo ea ho tlohela bokhoba ba lino le lithethefatsi (addiction treatment).,UNAIDS,art-key-populations,,reviewed,
67,HIV,Sex workers living with HIV have the same right to ART as all other people.,Batho ba rekisang ka mmele ba phelang le HIV ba na le tokelo e tšoanang ea ho fumana phekolo ea lithibela-mafofore (ART) joaloka batho ba bang bohle.,UNAIDS,art-key-populations,,reviewed,
68,HIV,Prisoners living with HIV must have access to ART while in detention.,Batšoaruoa ba phelang le HIV ba lokela ho ba le monyetla oa ho fumana phekolo ea lithibela-mafofore (ART) ka hara literonko nakong eo ba tšoeroeng (while in detention).,WHO,art-key-populations,,reviewed,
69,HIV,Transgender people living with HIV should receive ART and gender-affirming care together.,Batho ba fetotseng bong (transgender people) ba phelang le HIV ba lokela ho fumana phekolo ea lithibela-mafofore (ART) mmoho le tlhokomelo e tiisang bong ba bona (gender-affirming care).,UNAIDS,art-key-populations,,reviewed,
70,HIV,People with TB and HIV should start TB treatment first and then begin ART as soon as possible.,"Batho ba nang le lefuba (TB) le HIV ba lokela ho qala ka phekolo ea lefuba pele, ebe ba qala phekolo ea lithibela-mafofore (ART) kapele kamoo ho ka khonehang (as soon as possible).",WHO,hiv-tb-coinfection,,reviewed,
71,HIV,Opportunistic infections take advantage of a weakened immune system in people with HIV.,Mafu a tlatsetso (opportunistic infections) a nka monyetla ka bofokoli ba masole a mmele (weakened immune system) ho batho ba phelang le HIV.,CDC_HIVNexus,opportunistic-infections,,reviewed,
72,HIV,Pneumocystis pneumonia is a serious lung infection that can occur in people with low CD4 counts.,Lefu la matšofong la Pneumocystis pneumonia ke tšoaetso e mpe haholo ea matšofong e ka hlahang ho batho ba nang le lipalo tse tlase tsa masole a mmele a CD4 (low CD4 counts).,NIH_HIVinfo,opportunistic-infections,,reviewed,
73,HIV,Cotrimoxazole prophylaxis prevents certain infections in people with low CD4 counts.,Tšebeliso ea moriana oa Cotrimoxazole e le tšireletso (Cotrimoxazole prophylaxis) e thibela lits'oetso tse itseng ho batho ba nang le lipalo tse tlase tsa masole a mmele a CD4 (low CD4 counts).,WHO,oi-prophylaxis,,reviewed,
74,HIV,Cryptococcal meningitis is a life-threatening fungal infection that affects people with advanced HIV.,Cryptococcal meningitis ke tšoaetso e kotsi haholo ea fungal e behang bophelo kotsing (life-threatening fungal infection) e amang batho ba nang le boemo bo tsoetseng pele ba HIV (advanced HIV).,WHO,opportunistic-infections,,reviewed,
75,HIV,Toxoplasmosis can cause brain disease in people with severely weakened immune systems.,Toxoplasmosis e ka baka lefu la boko (brain disease) ho batho ba nang le masole a mmele a fokolang haholo (severely weakened immune systems).,CDC_HIVNexus,opportunistic-infections,,reviewed,
76,HIV,Candidiasis or thrush is a common fungal infection in people living with HIV.,Candidiasis kapa molomo o mofubelu (thrush) ke tšoaetso e tloaelehileng ea fungal (common fungal infection) ho batho ba phelang le HIV.,NIH_HIVinfo,opportunistic-infections,,reviewed,
77,HIV,Cytomegalovirus can cause blindness in people with very low CD4 counts.,Cytomegalovirus e ka baka bofofu (blindness) ho batho ba nang le lipalo tse tlase haholo tsa masole a mmele a CD4 (very low CD4 counts).,CDC_HIVNexus,opportunistic-infections,,reviewed,
78,HIV,Kaposi sarcoma is a cancer that can develop in people with advanced HIV disease.,Kaposi sarcoma ke kankere e ka hlahang ho batho ba nang le boemo bo tsoetseng pele ba lefu la HIV (advanced HIV disease).,NIH_HIVinfo,opportunistic-infections,,reviewed,
79,HIV,ART prevents opportunistic infections by restoring the immune system.,Phekolo ea lithibela-mafofore (ART) e thibela mafu a tlatsetso (opportunistic infections) ka ho tsosolosa le ho matlafatsa masole a mmele (restoring the immune system).,WHO,oi-prevention,,reviewed,
80,HIV,People with HIV should receive vaccinations to prevent certain opportunistic infections.,Batho ba phelang le HIV ba lokela ho fumana liente (vaccinations) ho thibela mafu a itseng a tlatsetso (certain opportunistic infections),CDC_HIVNexus,oi-prevention,,reviewed,
81,HIV,Good nutrition supports the immune system and helps ART work effectively.,Phepo e ntle ea ’mele e tšehetsa masole a ’mele (immune system) hape e thusa hore phekolo ea lithibela-mafofore (ART) e sebetse ka mokhoa o nang le katleho.,WHO,hiv-nutrition,,reviewed,
82,HIV,People living with HIV should eat a balanced diet rich in fruits and vegetables.,Batho ba phelang le HIV ba lokela ho ja lijo tse nang le phepo e leka-lekaneng (balanced diet) tse nang le litholoana le meroho e mengata.,FAO,hiv-nutrition,,reviewed,
83,HIV,Protein-rich foods help repair body tissues and support immune function in people with HIV.,Lijo tse nang le protheine e ngata (protein-rich foods) li baka hore mmele o khone ho lokisa lisele tse senyehileng (repair body tissues) hape li tšehetsa tšebetso ea masole a mmele (immune function) ho batho ba phelang le HIV.,WHO,hiv-nutrition,,reviewed,
84,HIV,Avoid eating raw or undercooked food if your immune system is weakened by HIV.,Qoba ho ja lijo tse sa butsoang hantle kapa tse tala (raw or undercooked food) haeba masole a hau a ’mele a fokolitsoe ke HIV (weakened immune system).,CDC_HIVNexus,hiv-food-safety,,reviewed,
85,HIV,Drink only safe clean water to avoid waterborne infections.,Inua feela metsi a bolokehileng le a hloekileng (safe clean water) ho qoba lits'oetso tse tsamaisang ka metsi (waterborne infections).,WHO,hiv-food-safety,,reviewed,
86,HIV,Alcohol can interfere with ART and weaken your immune system.,Joala bo ka kena-kenana le phekolo ea lithibela-mafofore (ART) hape bo ka fokolisa masole a hau a ’mele (weaken your immune system).,NIH_HIVinfo,hiv-lifestyle,,reviewed,
87,HIV,Smoking increases the risk of lung infections and cancers in people living with HIV.,Ho tsuba ho eketsa kotsi ea lits'oetso tsa matšoafo (lung infections) le likankere (cancers) ho batho ba phelang le HIV.,CDC_HIVNexus,hiv-lifestyle,,reviewed,
88,HIV,Regular exercise can improve energy levels and mental health in people living with HIV.,Ho ikoetlisa kamehla (regular exercise) ho ka ntlafatsa maemo a matla (energy levels) le bophelo bo botle ba kelello (mental health) ho batho ba phelang le HIV.,NIH_HIVinfo,hiv-lifestyle,,reviewed,
89,HIV,Adequate sleep helps the immune system function properly.,Boroko bo lekaneng bo thusa masole a ’mele (immune system) hore a sebetse ka mokhoa o nepahetseng (function properly).,WHO,hiv-lifestyle,,reviewed,
90,HIV,Stress management is important for people living with HIV.,Stress management is very important for people living with HIV.,CDC_HIVNexus,hiv-mental-health,,reviewed,
91,HIV,HIV stigma can prevent people from getting tested and starting treatment.,Khethollo e amanang le HIV (HIV stigma) e ka thibela batho ho e-ea ho hlahlojoa (getting tested) le ho qala phekolo (starting treatment).,UNAIDS,hiv-stigma,,reviewed,
92,HIV,People living with HIV deserve to be treated with dignity and respect.,Batho ba phelang le HIV ba lokela ho tšoaroa ka seriti le tlhompho (dignity and respect).,UNAIDS,hiv-stigma,,reviewed,
93,HIV,Discrimination against people living with HIV is a violation of human rights.,Khethollo khahlanong le batho ba phelang le HIV ke tlolo ea litokelo tsa botho (violation of human rights).,UNAIDS,hiv-stigma,,reviewed,
94,HIV,Disclosing your HIV status to a trusted person can provide emotional support.,Ho bolella motho eo u mo tšepang ka boemo ba hau ba HIV ho ka u fa tšehetso e matla ea maikutlo.,CDC_HIVNexus,hiv-disclosure,,reviewed,
95,HIV,You are not required by law to disclose your HIV status to your employer.,Ha u tlamelloe ke molao ho bolella mookameli oa hau oa mosebetsi ka boemo ba hau ba HIV.,DOH_SA,hiv-disclosure,,reviewed,
96,HIV,Support groups for people living with HIV can help reduce feelings of isolation.,Lihlopha tsa tšehetso bakeng sa batho ba phelang le HIV li ka thusa ho fokotsa maikutlo a ho ikutloa u le mong.,WHO,hiv-support,,reviewed,
97,HIV,Counselling can help people living with HIV cope with emotional challenges.,Therollo ea maikutlo e ka bophelo e ka thusa batho ba phelang le HIV ho mamella le ho hlola mathata a maikutlo.,WHO,hiv-mental-health,,reviewed,
98,HIV,Children should be told about their HIV status in an age-appropriate way.,Bana ba lokela ho bolelloa ka boemo ba bona ba HIV ka mokhoa o lumellanang le lilemo tsa bona.,UNICEF,hiv-disclosure-children,,reviewed,
99,HIV,Community health workers play an important role in supporting people on ART.,Basebeletsi ba bophelo bo botle ba sechaba ba na le karolo e bohlokoa haholo eo ba e bapalang ho tšehetsa batho ba ntseng ba nka liphekolo tsa ART.,WHO,hiv-community-support,,reviewed,
100,HIV,Peer support from other people living with HIV can improve treatment adherence.,Tšehetso e tsoang ho batho ba bang ba phelang le HIV e ka thusa ho ntlafatsa mokhoa oa ho nka meriana ka nepo.,UNAIDS,hiv-peer-support,,reviewed,
101,HIV,Using a condom correctly every time you have sex reduces the risk of HIV transmission.,Ho sebelisa khondomo ka nepo nako le nako ha u kopanela liphate ho fokotsa kotsi ea ho fetisa HIV.,WHO,hiv-prevention,,reviewed,
102,HIV,Pre-exposure prophylaxis is a daily medicine that prevents HIV in people at high risk.,Pre-exposure prophylaxis (PrEP) ke moriana o nkoang letsatsi le letsatsi o thibelang HIV ho batho ba kotsing e phahameng ea ho tšoaetsoa.,CDC_HIVNexus,hiv-prep,,reviewed,
103,HIV,Post-exposure prophylaxis must be started within 72 hours of a possible HIV exposure.,Post-exposure prophylaxis (PEP) e lokela ho qaloa ka hare ho lihora tse 72 ka mor'a hore motho a ka ba a pepesitsoe kotsing ea HIV.,WHO,hiv-pep,,reviewed,
104,HIV,"HIV cannot be transmitted through hugging, shaking hands, or sharing food.","HIV e ke ke ea phetisoa ka ho kopa, ho tšoarana ka matsoho kapa ho abelana lijo.",UNAIDS,hiv-transmission-facts,,reviewed,
105,HIV,"HIV is transmitted through blood, breast milk, semen, and vaginal fluids.","HIV e fetisoa ka mali, lebese la letsoele, marere a banna, le lino-mapholi tsa botšehali.",CDC_HIVNexus,hiv-transmission,,reviewed,
106,HIV,Needle exchange programmes reduce HIV transmission among people who inject drugs.,Mananeo a ho fapanyetsana linale a fokotsa phetiso ea HIV har'a batho ba itlhahisang meriana kapa lithethefatsi ka linale.,UNAIDS,hiv-prevention-pwid,,reviewed,
107,HIV,Voluntary medical male circumcision reduces the risk of HIV in men.,Ho circumcision kapa ho koba banna ka boithatelo ho fokotsa kotsi ea ho tšoaetsoa ke HIV ho banna.,WHO,hiv-vmmc,,reviewed,
108,HIV,Blood donations are screened for HIV to protect recipients.,Mali a fanoang a hlahlobeloa HIV ho sireletsa batho ba a amohelang.,WHO,hiv-blood-safety,,reviewed,
109,HIV,Knowing your HIV status is the first step in protecting yourself and others.,Ho tseba boemo ba hau ba HIV ke mohato oa pele oa ho itšireletsa le ho sireletsa ba bang.,UNAIDS,hiv-testing,,reviewed,
110,HIV,HIV testing should be offered routinely at all health facilities.,Liteko tsa HIV li lokela ho fanoa kamehla litsing tsohle tsa bophelo bo botle.,WHO,hiv-testing,,reviewed,
111,HIV,Prevention of mother-to-child transmission programmes save thousands of babies from HIV every year.,Mananeo a ho thibela phetiso ea HIV ho tloha ho 'm'e ho ea ho ngoana a pholosa masea a likete selemo le selemo.,UNICEF,pmtct-overview,,reviewed,
112,HIV,All pregnant women should be tested for HIV at their first antenatal visit.,Basali bohle ba bakhachane ba lokela ho hlahlobeloa HIV leetong la bona la pele la ho ea kliniki.,WHO,pmtct-testing,,reviewed,
113,HIV,HIV-positive pregnant women must start ART immediately to protect their baby.,Basali ba bakhachane ba phelang le HIV ba lokela ho qala ART hang-hang ho sireletsa masea a bona.,WHO,pmtct-art,,reviewed,
